Datum,brand,addresse,diesel
08.05.2021,Ruedi Rüssel Tankstelle,"Kirchbergstrasse 219, 3400 Burgdorf",1.66
19.04.2021,Coop Pronto Burgdorf,"Kirchbergstrasse 102, 3400 Burgdorf",1.66
26.04.2021,Avia,"Johann-Renfer-Str, 1, 2500 Biel/Bienne",1.66
17.08.2009,Touring Garage,"Aarütistrasse 4, 8192 Glattfelden",1.66
29.04.2021,Avia Bümpliz,"Bethlehemstrasse 123, 3018 Bern",1.66
26.04.2021,Shell,"Länggassstrasse 85, 3012 Bern",1.66
17.02.2019,Eni,"Via Cantonale, 6659 Camedo",1.66
17.02.2019,Migrol,"Nucleo, 6659 Camedo",1.66
06.03.2010,Grenacher SA,"Rue du Collège 68, 2300 La Chaux-de-Fonds",1.659
02.02.2018,Wesag AG,"Badener-Landstrasse 23, 8197 Rafz",1.659
27.06.2019,Avia Neuhausen,"Klettgauerstr. 6a, 8212 Neuhausen",1.65
07.02.2019,"Autohaus von Känel AG, Socar","Spiezstr. 22, 3714 Frutigen",1.65
15.02.2018,Avia,"Hohlstr. 311, 8000 Zürich",1.65
13.04.2021,Ruedi Rüssel,"Wydenstr. 42, 6390 Engelberg",1.65
26.04.2021,BP,"Hauptstrasse 94, 2560 Nidau",1.65
30.07.2019,TopCC,"Industriestr. 6, 5604 Hendschiken",1.65
08.04.2018,Avia,"Valamand-Dessous 28, 1586 Vallamand",1.65
25.05.2021,Agrola,"Kirchbergstrasse 207, 3400 Burgdorf",1.65
27.05.2021,Turm Handels AG,"Martinsbruggstr. 90, 9000 St. Gallen",1.65
17.02.2019,Coop Pronto,"Via Locarno 104, 6616 Losone",1.65
12.10.2019,Eni,"Via Pian Scairolo , 6915 Pambio-Noranco",1.65
24.02.2019,Gioia,"Via Cantonale 9, 6703 Osogna",1.65
19.11.2020,Agrola,", 9470 Buchs SG",1.65
26.04.2021,Agrola Ipsach,"Keltenstrasse 47, 2563 Ipsach",1.65
03.04.2018,Voegtlin-Meyer AG,"Sihltalstr. 96, 8135 Langnau am Albis",1.65
04.07.2019,städtische Tankstelle Rütibüel,"Rüetibüelstr. 3, 8820 Wädenswil",1.65
31.01.2018,Socar,"Bahnhofstr. 1, 3945 Gampel",1.65
02.02.2018,Tamoil Service Station,"Landstrasse 10, 8197 Rafz",1.649
11.04.2021,Rigi Garage Meyer,"Oberdorf 27, 6403 Küssnacht am Rigi",1.645
26.03.2021,Garage Berger,"Thunstrasse, 3415 Schafhausen i. E.",1.64
17.01.2021,Socar,"Birmensdorferstr. 484, 8047 Zürich",1.64
17.01.2021,Shell,"Birmensdorferstr. 517, 8047 Zürich",1.64
17.01.2021,Avia,"Birmensdorferstr. 12, 8142 Uitikon Waldegg",1.64
04.11.2019,Tamoil,"Geiselweidstr. 37, 8400 Winterthur",1.64
20.04.2021,National,"Lyssachstrasse 141, 3400 Burgdorf",1.64
13.02.2021,Migrol Service,"Route des Perveuils 2, 2074 Marin-Epagnier",1.64
12.11.2017,Shell,"Bahnhofstr. 7, 8353 Elgg",1.64
18.08.2020,Migrol,"Giesshübelstr. 45 , 8000 Zürich",1.64
16.01.2021,Socar,"Obfelderstrasse 1, 8910 Affoltern am Albis",1.64
03.04.2018,Agrola,"Bahnhofstr. 27, 6203 Sempach Station",1.64
03.04.2018,Agrola,"Luzernstr. 18, 6210 Sursee",1.64
03.04.2018,Socar,"Münsterstr. 7, 6210 Sursee",1.64
27.05.2021,Achilles-Sportsline AG,"St. Gallerstr. 15, 9034 Eggersriet",1.64
03.04.2018,Avia,"Kantonsstrasse, 6207 Nottwil",1.64
17.02.2019,Eni,"Via Locarno 20, 6612 Ascona",1.64
03.04.2018,Agrola,"Gewerbestrasse, 6207 Nottwil",1.64
17.02.2019,Tamoil,"Via Locarno 16, 6612 Ascona",1.64
03.04.2018,Sidler & Co.,"Kantonsstrasse 37, 6207 Nottwil",1.64
17.02.2019,Migrol,"Via Locarno 14, 6612 Ascona",1.64
28.09.2010,Auto Stöckli,"Wiedenmatt, 6156 Luthern",1.64
16.01.2021,Migrol,"Albisstr. 5, 8915 Hausen am Albis",1.64
09.03.2021,Shoppyland,"Industriestrasse 10, 3321 Schönbühl EKZ",1.64
30.09.2019,Agrola,"Ch. des Maladières 14, 2022 Bevaix",1.64
03.04.2018,Agrola,"Bahnhofstrasse, 6210 Sursee",1.64
03.04.2018,Socar,"Bahnhofstrasse 33, 6210 Sursee",1.64
28.05.2021,Vögtlin Meyer AG,"Villmergerstr. 40, 5610 Wohlen AG",1.64
28.05.2021,Avia,"Unterdorfstr. 27-28, 5612 Villmergen",1.64
28.10.2019,Voegtlin-Meyer,"Aarauerstrasse 8, 5103 Wildegg",1.64
26.11.2020,Avia,"Anglikerstr. 2, 5610 Wohlen AG",1.64
30.09.2019,Agrola Wegenstetten,"Hauptstrasse 60, 4317 Wegenstetten",1.64
20.01.2020,Coop,"Gartenweg 6 , 5606 Dintikon",1.64
17.02.2019,Agip SA,"Via San Gottardo 119, 6648 Minusio",1.64
26.04.2021,Agrola,"Kalchofenstr. 2, 3415 Hasle b. Burgdorf",1.64
05.04.2018,Kreuz Garage,"Trogenerstr. 1, 9042 Speicher",1.64
04.05.2016,BP San Gotthardo Sud,"A2, 6780 Airolo",1.639
25.06.2018,Jubin,"Chemin des Arziliers 65, 1728 Rossens FR",1.639
25.06.2018,Jubin,"Rte du Barrage 9, 1728 Rossens FR",1.639
11.04.2021,Hergol AG,"Artherstr. 31, 6405 Immensee",1.635
27.04.2021,Agrola,"Hauptstr., 7156 Rueun",1.635
05.12.2014,Avia,"Badenerstr. 35, 5442 Fislisbach",1.63
14.03.2021,Shell,"Emmentalstrasse 14, 3400 Burgdorf",1.63
25.07.2009,Tamoil,"Viale dei Faggi 2, 6900 Lugano",1.63
30.07.2020,Socar,"Rheinstr. 2, 4414 Füllinsdorf",1.63
03.02.2020,Coop Pronto,"Flachsackerstrasse 5, 4402 Frenkendorf",1.63
14.08.2019,Vöglin Meyer,"Hauptstr. 57, 5076 Bözen",1.63
02.11.2017,Avia,"Langgasse 6, 6340 Baar",1.63
26.04.2021,AVIA,"Bernstrasse 209, 3052 Zollikofen",1.63
26.04.2021,AVIA,"Bernstrasse 102, 3052 Zollikofen",1.63
26.04.2021,BP,"Murtenstr. 4, 3270 Aarberg",1.63
26.05.2015,BP,"Kantonsstrasse, 3930 Visp",1.63
08.04.2018,BP,"Route de Neuchâtel 46, 2525 Le Landeron",1.63
26.04.2021,Eni,"Hauptstr. 119, 2575 Täuffelen",1.63
03.04.2018,Ruedi Rüssel,"Spitalstr. 2, 6210 Sursee",1.63
16.01.2021,Shell,"Untere Bahnhofstr. 17, 8910 Affoltern am Albis",1.63
25.05.2021,Gerber Auto,"Kirchbergstrasse 140, 3400 Burgdorf",1.63
16.08.2019,Oil,"Schwertgasse 11, 5330 Zurzach",1.63
01.10.2020,Tamoil,"Hönggerstr. 14-16, 8037 Zürich",1.63
22.10.2019,Coop Pronto,"Solothurnstrasse 58, 2540 Grenchen",1.63
26.04.2021,Hans Burkhalter,"Bachhaus, 3418 Rüegsbach",1.63
02.11.2017,Avia,"Pilatusstr. 14, 6036 Dierikon",1.63
26.04.2021,Avia,"Emmentalstr. 1, 3414 Oberburg",1.63
02.11.2017,BP,"Zugerstr. 1, 6030 Ebikon",1.63
26.04.2021,Eni,"Bernstrasse 147f, 3267 Seedorf BE",1.63
26.03.2021,Steck AG,"Dorfstrasse 39, 3513 Bigenthal",1.62
07.03.2021,Garage Steck,"Aarbergstrasse 10, 3272 Walperswil",1.62
25.07.2009,Ohne Namen,"Innerdorf, 7493 Schmitten (Albula)",1.62
28.10.2019,AMAG Service,"Aarauerstr 33, 5116 Schinznach Bad",1.62
13.04.2021,Tamoil,"Kriegstettenstrasse 14, 4563 Gerlafingen",1.62
08.03.2021,Rawyl Garage,"Lenkstrasse, 3775 Lenk im Simmental",1.62
04.04.2015,Avia,"Wehntalerstrasse 37, 8166 Niederweningen",1.62
08.05.2021,Landi Huttwil,"Bernstrasse 62, 4950 Huttwil",1.62
07.06.2021,Coop,"St.Jakobsstr. 133, 4132 Muttenz",1.62
01.05.2020,Socar,"Haafpüntstr. 5, 8233 Bargen SH",1.62
15.07.2019,Mini Prix,"Petinescastr. 10, 2557 Studen BE",1.62
13.04.2021,Coop,"Bolacker 8, 4563 Gerlafingen",1.62
04.12.2021,Post,"Wekhofstr.8, 2503 Biel/Bienne",1.62
28.10.2019,Avia,"Aarauerstr. 60, 5200 Brugg AG",1.62
25.04.2021,Socar,"Solothurnstrasse, 4562 Biberist",1.62
26.04.2021,Agrola,"Dorfstrasse, 3416 Affoltern BE",1.62
10.01.2017,Avia,"Sihlquai 41, 8000 Zürich",1.615
07.01.2021,Avia,"Tägernaustr. 2, 8734 Ermenswil",1.615
02.01.2021,Agrola,"Kreuzlingenstr. 1, 8583 Sulgen",1.61
12.11.2017,Steinemann Ueberlandgarage AG,"St. Gallerstr. 4, 8353 Elgg",1.61
29.12.2020,Agrola,"Liechtenenstr. 18, 3860 Meiringen",1.61
23.02.2020,Eni,"Via San Gottardo 146, 6942 Savosa",1.61
06.09.2009,Esso,"Haafpünt 100, 8233 Bargen SH",1.61
07.04.2021,Tamoil,"Portstr. 32, 2503 Biel/Bienne",1.61
26.04.2021,Avia,"Oberfeld 4, 3283 Kallnach",1.61
26.04.2021,Avia,"Murtenstrasse 33, 3210 Kerzers",1.61
26.04.2021,Avia,"Fräschelsgasse 19, 3210 Kerzers",1.61
26.04.2021,Gebrueder Schwander,"Murtenstrasse 38, 3210 Kerzers",1.61
24.02.2010,Grenacher SA,"Rue Musinière 4, 2072 St-Blaise",1.609
04.11.2009,Pilgermission St.Chrischona,"Chrischonarain 200, 4126 Bettingen",1.6
15.02.2021,Agip,"Le Coin 21A, 2534 Orvin",1.6
12.11.2017,Ruedi Rüssel,"Morgentalstr. 22, 8355 Aadorf",1.6
01.05.2015,Coop Pronto,"Rte de la Chenevière 1 , 1763 Granges-Paccot",1.6
13.02.2021,Migrol,"Bielstr. 1, 2544 Bettlach",1.6
08.04.2018,Mini Prix,"Impasse de la Douane, 1595 Faoug",1.6
27.05.2021,Posttankstelle,"Gruberstrasse 5, 9410 Heiden",1.6
04.09.2020,Post,"Tössfeldstrasse 35, 8400 Winterthur",1.6
02.11.2017,Shell,"Lättichstrasse, 6340 Baar",1.6
02.11.2017,Agrola,"Langgasse 3, 6340 Baar",1.6
20.05.2020,Mini Prix,"Aarbergstr. 71, 2503 Biel/Bienne",1.6
28.01.2021,BP Tankstellen-Shop,"Hohenrainstr. 2  , 4133 Pratteln",1.6
05.01.2015,Avia,"Winterthurerstr. 825, 8000 Zürich",1.6
16.08.2019,Kreiseltankstelle,"Cholgrabe 2, 5306 Tegerfelden",1.6
09.06.2018,Midland,"Lätti 122, 3053 Münchenbuchsee",1.6
02.11.2017,Agrola,"Oberfeld 21, 6037 Root",1.6
02.11.2017,Coop Pronto,"Luzernerstr. 2, 6037 Root",1.6
31.01.2018,Station Possa-Nova,"Hauptstr. 1, 3917 Goppenstein",1.6
16.02.2021,Ruedi Rüssel,"Spitalstr. 8, 6004 Luzern",1.6
28.06.2015,Seematt-Shop A.Bürgi,"Alte Winterthurerstr. 11, 8180 Bülach",1.599
05.11.2020,Ruedi Rüssel,"Hauptstrasse, 5113 Holderbank AG",1.595
26.11.2020,Shell Baregg,"Zelgstr. 17, 5405 Dättwil AG",1.59
14.01.2021,Migrol,"Trottenstr. 2 , 8472 Seuzach",1.59
12.02.2017,Garascha Lucmagn,"Garascha Lucmagn, 7184 Curaglia",1.59
12.12.2020,Coop Pronto,"Brüggstr. 71, 2503 Biel/Bienne",1.59
13.02.2021,Migrol,"Bielstr. 12, 2542 Pieterlen",1.59
19.03.2021,Ruedi Rüssel,"Müntschemiergasse 56, 3232 Ins",1.59
20.01.2021,Dorfgarage Wagner,"St. Urbanstrasse 9, 6144 Zell LU",1.59
13.02.2021,Migrol,"Solothurnstr. 23, 2543 Lengnau BE",1.59
08.02.2020,Red Fox Rheineck,"Bahnhofstr. 2, 9424 Rheineck",1.59
28.06.2015,Agrola,"Winterthurerstr. 46, 8180 Bülach",1.59
27.05.2021,Spar,"Dorf 340, 9035 Grub AR",1.59
05.04.2021,Migrol,"Bernstr. 2, 3315 Bätterkinden",1.59
26.04.2021,Avia,"Bielstr. 27, 3232 Ins",1.59
12.12.2020,Tamoil,"Rue de Neuchâtel , 2022 Bevaix",1.59
02.12.2020,Ebni-Tankstelle Wald,"Ebni 626, 9044 Wald AR",1.59
25.07.2009,Tomaschett,"Haptstrasse, 7477 Filisur",1.59
12.12.2020,Garage des Arolles,"Av. des Alpes 14, 1450 Ste-Croix",1.59
12.12.2020,Tamoil,"Route d'Hermance 564, 1248 Hermance",1.59
12.12.2020,Tamoil,"Rue du Quarre 31, 2108 Couvet",1.59
31.12.2017,Jubin,"Chemin des Barres 9, 2345 Les Breuleux",1.589
14.06.2015,Agrola,"Stationsstrasse 30, 8545 Rickenbach Sulz",1.589
16.09.2017,Garage Hausammann AG,"Industriestr. 1, 8424 Embrach",1.585
29.12.2020,Tamoil,"Mellingerstr.  18, 5405 Dättwil AG",1.58
16.01.2021,Selbstbedienung,"Zugerstrasse 47, 6312 Steinhausen",1.58
01.11.2020,Campocolongo,"Via Principale 4, 7744 Campocolongo",1.58
12.03.2017,Kühne Transport AG,"Valenserstr. 5, 7317 Valens",1.58
01.11.2020,Eni,"Li Geri, 7743 Brusio",1.58
04.09.2017,Migrol,"Wehntalerstr. 18, 8000 Zürich",1.58
16.01.2015,Coop,"Luzernerstrasse 54, 4665 Oftringen",1.58
16.08.2019,J. Senn AG,"Surbtalstr. 18, 5312 Döttingen",1.58
28.06.2020,BP,"Hauptstr., 7240 Küblis",1.58
12.03.2017,Agrola,"Löserstr. 708, 7302 Landquart",1.58
16.09.2017,Auto Duenki AG,"Weiachstr. 2, 8413 Neftenbach",1.58
03.04.2018,Ruedi Rüssel,"Seetalstr. 2, 5632 Buttwil",1.58
21.01.2018,Socar,"Via Rinaldo Simen 7, 6600 Locarno",1.58
21.01.2018,Eni,"Via Bartolomeo Varenna, 6600 Locarno",1.58
21.01.2018,Eni,"Via Vallemaggia, 6600 Locarno",1.58
30.05.2017,Oberland Garage,"Winterthurerstr. 49, 8610 Uster",1.58
28.06.2015,Avia,"St. Georgen-Str. 44, 9000 St. Gallen",1.58
28.06.2015,Avia,"St. Leonhardstr. 63, 9000 St. Gallen",1.58
09.01.2021,Agrola TopShop,"Bildstr. 3, 9000 St. Gallen",1.58
01.04.2017,Shell,"Avenue des Désertes 3, 1009 Pully",1.58
01.04.2017,Eni,"CHEMIN DES PECHEURS 9, 1007 Lausanne",1.58
01.04.2017,Eni,"AV. DE RHODANIE 68, 1007 Lausanne",1.58
28.06.2015,Avia,"Bogenstr. 13, 9000 St. Gallen",1.58
04.09.2017,Migrol,"Scheffelstrasse 16, 8037 Zürich",1.58
01.04.2016,Ruedi Rüssel,"Bahnhof Bern West, 3000 Bern",1.58
22.07.2021,Tankstelle Bolliger,"Dorfstr. 41, 5727 Oberkulm",1.58
01.05.2017,Shell,"Murtenstr. 2, 3203 Mühleberg",1.58
23.12.2020,Socar,"Mellingerstr. 216, 5405 Dättwil AG",1.58
16.09.2017,Coop Pronto Embrach,"Industriestr. 2, 8424 Embrach",1.58
22.07.2021,F. Wyss,"Pfeidstr. 29, 2555 Brügg BE",1.575
06.03.2016,Ruedi Rüssel,"Dorfstr. 147, 8424 Embrach",1.575
21.09.2020,Auto Mathis AG,"Via Somplaz 33, 7500 St. Moritz",1.57
08.04.2017,LANDI Zola AG,"Tolackerstr. 30, 8604 Volketswil",1.57
14.10.2017,Oeltrans,"Hauptstr., 3706 Leissigen",1.57
28.01.2021,Avia,"Hohenrainstr. 7, 4133 Pratteln",1.57
16.08.2019,Auto Bugmann,"Surbtalstr. 28, 5312 Döttingen",1.57
16.09.2017,Socar,"Weiacherstr., 8422 Pfungen",1.57
17.09.2017,Garage Galliker,"Oltnerstrasse 37, 4663 Aarburg",1.57
28.01.2021,Migrol,"Krummeneichstr. 39, 4133 Pratteln",1.57
28.07.2009,Shell,"Landstrasse 142, 7252 Klosters Dorf",1.57
08.04.2018,P Bovet,"Route des Savoies 115, 1585 Salavaux",1.57
29.11.2017,Spymag Mitsubishi Center,"Schlossmattstr. 10, 3600 Thun",1.57
13.04.2021,Landi,"Bubenbergstrasse 14a , 3315 Bätterkinden",1.57
18.04.2021,Landi,"Beim Bahnhof, 4573 Lohn-Ammannsegg",1.57
26.08.2017,Garage Touring SA,"Route d Italie, 1958 Uvrier",1.57
26.08.2017,Garage Stop,"Route d Italie 143, 1958 Uvrier",1.57
01.05.2021,Landi,"Bahnhofstrasse 33, 3427 Utzenstorf",1.57
28.10.2019,Fritz Wernli AG,"Aarauerstrasse 59, 5116 Schinznach Bad",1.57
01.04.2017,Eni,"Route de Lavaux 8, 1802 Corseaux",1.57
28.10.2019,Garage Küng,"Hauptstrasse 68, 5113 Holderbank AG",1.57
01.04.2016,Hess AG,"Turnierstr. 102 , 3097 Liebefeld",1.57
12.12.2020,BP,"Forchstr. 351, 8000 Zürich",1.57
13.02.2021,Migrol,"Fabrikstrasse 6, 4513 Langendorf",1.56
07.02.2015,Shell Kolbenacker,"Glattalstr. 56, 8052 Zürich",1.56
26.04.2021,Ruedi Rüssel,"Bernstrasse 36, 3037 Herrenschwanden",1.56
08.04.2018,Mini Prix,"Route Principale 128, 1788 Praz (Vully)",1.56
08.01.2009,Avia,"Biederthalstr. 51, 4118 Rodersdorf",1.56
26.08.2017,Jubin,"Rue de la Fraternité 35, 3960 Sierre",1.56
21.01.2018,Techauto,"Via Vallemaggia 39, 6600 Locarno",1.56
14.06.2015,AVIA Grubenmann,"Schaffhauserstr. 26 , 8524 Uesslingen",1.56
14.06.2015,Weinberg-Garage Fiederle AG ,"Schaffhauserstr. 15, 8525 Niederneunforn",1.56
28.01.2021,Avia,"Kasernenstr. 74, 4410 Liestal",1.56
29.12.2020,"ESSO, Baden-Dättwil","Ringstr. 15, 8107 Buchs ZH",1.56
21.05.2020,Shell,"Rosenbergstrasse, 8304 Wallisellen",1.555
02.11.2017,Ruedi Rüssel,"Oberfeld 25, 6037 Root",1.555
01.04.2017,Migrol,"Avenue Général-Guisan 78, 1800 Vevey",1.55
16.12.2020,Coop,"Landstr. 23, 9490 Vaduz",1.55
07.03.2021,Aebi Auto AG,"Bernstrasse 38, 3250 Lyss",1.55
19.07.2016,Garage Ii Fuorn,"Curtin da Plaz, 7532 Tschierv",1.55
17.09.2017,Shell,"Hauptstr. 58, 4658 Däniken SO",1.55
21.12.2020,Migrol,"Hauptstr. 63, 8264 Eschenz",1.55
17.09.2017,BP,"Oltenerstrasse 101, 4663 Aarburg",1.55
16.01.2021,Oil,"Obfelderstrasse 38 , 8910 Affoltern am Albis",1.55
25.04.2021,Discount Tankstelle,"Solothurnstrasse 50, 4562 Biberist",1.55
17.09.2017,Avia,"Aarburgerstr. 39, 4600 Olten",1.55
17.10.2020,P. Schweizer AG,"Hauptstr. 138, 4450 Sissach",1.55
16.12.2020,Migrol,"Feldkircherstr. 52 , 9494 Schaan",1.55
01.05.2021,Midland Tankstelle ,"Huttwilstr. 5 , 3462 Weier im Emmental",1.55
21.12.2020,Migrol,"Hauptstr., 8507 Hörhausen",1.55
17.03.2021,Lagerhaus Lohn,"Solothurnstrasse 3, 4573 Lohn-Ammannsegg",1.55
22.10.2017,Spar,"Schlachthofst. 12, 9000 St. Gallen",1.55
07.04.2018,Avia,"im Städtchen 17, 3235 Erlach",1.55
08.05.2021,Ruedi Rüssel,"Huttwilstr. 112b, 3463 Häusernmoos",1.55
20.08.2020,BP,"Hauptstrasse, 3929 Täsch",1.55
07.03.2021,Avia,"Aarbergstr. 85, 3250 Lyss",1.55
17.08.2015,Shell Villeneuve,"Simplon 4, 1845 Noville",1.55
26.08.2017,Tamoil,"Route d Italie 35 , 1950 Sion",1.55
12.04.2015,Avia,"Zugerstrasse 15, 6340 Baar",1.55
04.03.2018,Ecsa,"Via Cantonale, 6678 Giumaglio",1.55
28.06.2015,Avia,"Arbonstr. 19, 9300 Wittenbach",1.55
15.12.2008,Ruedi Rüssel,"Sentimattstr. 8, 6000 Luzern",1.55
18.01.2021,Rosengartengarage AG,"Papiermühlestr. 11, 3000 Bern",1.55
03.04.2017,Migrol,"Sankt Gallerstr. 100, 9472 Grabs",1.55
03.04.2017,BP,"Sankt Gallerstr. 67, 9472 Grabs",1.55
26.03.2017,MIGROL AUTOBAHNTANKSTELLE Basel,"BASEL NORD-WEIL A2/A5 , 4000 Basel",1.55
26.04.2021,Socar Nidau,"Hauptstrasse 139, 2563 Ipsach",1.55
17.12.2020,Avia,"Hofwisenstr. 48, 8153 Rümlang",1.55
26.08.2017,Faes AG,"Grosssteinengasse 4, 5727 Oberkulm",1.55
17.12.2016,Coop Pronto,"Schaffhauserstr. 29, 8152 Glattbrugg",1.55
15.12.2022,Denoth Handels AG,"Talstrasse 22, 7562 Samnaun-Compatsch",1.55
01.12.2016,BP,"Flughafenstsrasse 79, 8058 Zürich Flughafen",1.55
24.09.2015,Shell,"Seestrasse 241, 8820 Wädenswil",1.549
25.03.2015,Ruedi Rüssel,"Buchserstr. 19, 5000 Aarau",1.54
17.09.2017,Coop,"alte Landstr. 49, 4657 Dulliken",1.54
17.09.2017,Avia,"Im Schäfer 2, 4657 Dulliken",1.54
26.12.2020,Agrola,"Sankt Gallerstr. , 9320 Arbon",1.54
28.01.2021,Coop,"Hardstrasse 49, 4133 Pratteln",1.54
14.06.2017,Agip,"Rheinstr. 69, 4402 Frenkendorf",1.54
14.06.2017,Avia,"Rheinstr. 93 , 4402 Frenkendorf",1.54
14.06.2017,BP,"Rheinstr 119, 4402 Frenkendorf",1.54
14.11.2020,Garage im Steiger,"Badstrasse 50, 5200 Brugg AG",1.54
10.12.2020,Shell,"Feldstr. 6, 8105 Regensdorf",1.54
10.12.2020,Migrol,"Ruchwiesenstr. 1, 8157 Dielsdorf",1.54
27.11.2014,Avia,"Hauptstr. 83, 8357 Guntershausen",1.54
10.12.2020,Coop,"Niederhaslistrasse 9, 8157 Dielsdorf",1.54
10.12.2020,Socar,"Wehntalerstr. 82, 8157 Dielsdorf",1.54
10.12.2020,Agrola,"Pumpwerkstr. 52, 8105 Regensdorf",1.54
10.12.2020,Coop,"Adlikerstr. 285 , 8105 Regensdorf",1.54
07.11.2015,Avia,"Zürichstr. 30, 8413 Neftenbach",1.54
10.12.2020,Spar Express,"Oberglatterstr. 35, 8153 Rümlang",1.54
08.04.2017,Jubin,"rte de Courgenay 8, 2952 Cornol",1.54
22.01.2021,Landi Moossee,"Kirchbergstrasse 12, 3324 Hindelbank",1.54
22.01.2021,Migrol,"Dorfstrasse 27 , 3324 Hindelbank",1.54
04.03.2018,Avia,"Via Strada Veccia, 6675 Cevio",1.54
04.03.2018,Eni,"Via Vallemaggia 47, 6600 Solduno",1.54
05.06.2020,Coop Pronto,"Schwarzwaldallee 200, 4058 Basel",1.54
04.03.2018,Migrol,"Via Valmaggina 67, 6675 Cevio",1.54
04.03.2018,Garage Antrobio,"Via Cantonale, 6673 Maggia",1.54
01.04.2017,Station du Vignoble,"Rte Cantonale 16, 1096 Cully",1.54
12.03.2017,Shell,"Zurzacherstr. 83, 5200 Brugg AG",1.54
20.11.2020,Agrola,"Steinstr. 22, 8105 Regensdorf",1.54
23.04.2017,Migrol Service,"Weststr. 10, 3604 Thun",1.54
23.02.2020,Künzi,"Viale Olgiati 26, 6512 Giubiasco",1.54
03.04.2017,Agrola,"Hauptstr. 77, 9477 Trübbach",1.54
25.03.2015,DESA Autoglass,"Hauptstr., 5502 Hunzenschwil",1.54
14.06.2017,Agrola,"Hardfeld 1, 5742 Kölliken",1.535
24.09.2015,AVIA Tankstelle,"Seestrasse 162, 8802 Kilchberg ZH",1.535
10.04.2017,Shell,"Via Bernasconi , 6850 Mendrisio",1.53
10.04.2017,City,"Via Bernasconi 20, 6850 Mendrisio",1.53
10.04.2017,Piccadilly,"Via Stefano Franscini, 6850 Mendrisio",1.53
08.11.2015,BP,"Schlappinstr., 7252 Klosters Dorf",1.53
10.04.2017,BP,"Via Campagna Adorna, 6852 Genestrerio",1.53
10.04.2017,Agip,"Via Gaggiolo 26, 6855 Stabio",1.53
26.11.2020,Migrol Service,"Wehntalerstr. 387 , 8000 Zürich",1.53
24.09.2015,AVIA,"Mythen-Quai 353, 8038 Zürich Wollishofen",1.53
24.09.2015,BP,"Mythen-Quai 320, 8038 Zürich",1.53
17.09.2017,Tamoil,"Schulstr. 3, 4663 Aarburg",1.53
24.09.2015,Socar,"Seestrasse 562, 8000 Zürich",1.53
22.07.2020,Rudolf Guenthardt AG,"Seestr. 89, 8700 Küsnacht ZH",1.53
29.12.2020,Coop,"Route de Soleure 60, 2740 Moutier",1.53
24.09.2015,Avia,"Riedhofstr. 2 , 8804 Au ZH",1.53
17.01.2021,Wyss Tankstelle,"Talwiesenstr. 178, 8055 Zürich",1.53
20.11.2020,AVIA Shop-Tankstelle,"Harbernstrasse 1, 8112 Otelfingen",1.53
09.10.2015,Tamoil,"Route du Grand-St-Bernard, 1921 Martigny-Croix",1.53
09.10.2015,Coop Pronto,"Route du Grand-St-Bernard, 1933 Sembrancher",1.53
11.04.2017,Eni,"Via Cantonale, 6934 Bioggio",1.53
09.10.2015,Supermarche,"Chatelard Frontiere, 1925 Le Châtelard VS",1.53
09.10.2015,Eni,"Route du Soleil, 1921 Martigny-Croix",1.53
10.04.2017,Eni,"Via Valletta 9, 6883 Novazzano",1.53
09.10.2015,Coop Pronto,"Rue du Levant 96, 1920 Martigny",1.53
10.04.2017,Piccadilly,"Via Canova 7, 6852 Genestrerio",1.53
24.05.2009,Avia,"Schiesserhof, 8756 Mitlödi",1.53
10.04.2017,Eni,"Via Canova, 6850 Mendrisio",1.53
24.08.2017,Garage Touring,"Dorfstr., 3924 St. Niklaus VS",1.53
22.07.2020,Socar Küsnacht,"Seestr. 156, 8700 Küsnacht ZH",1.53
04.03.2018,Facchi,"Via Cantonale, 6672 Gordevio",1.53
14.12.2020,Kehrli Jean-Pierre,"rte Allaman 106, 1170 Aubonne",1.53
15.12.2020,Shell,"Route de Lausanne 345, 1293 Bellevue",1.53
18.08.2020,Migrol,"Seefeldquai 3, 8000 Zürich",1.53
22.07.2020,Shell,"Horneggstr. 3, 8000 Zürich",1.53
22.07.2020,Socar,"Seestr. 139, 8700 Küsnacht ZH",1.53
19.11.2020,TopCC,"Fuchsbühelstr., 9470 Buchs SG",1.53
01.04.2017,Simond,"avenue de Gilamont 24, 1800 Vevey",1.53
06.01.2021,Benzin Discount Suhr,"Bernstrasse West 62, 5034 Suhr",1.53
26.12.2020,Avia,"Bahnhofstr. 57, 9320 Arbon",1.53
17.04.2020,Shell,"Zugerstr. 82, 6330 Cham",1.53
21.12.2020,Migrol Service Herblingen ,"Stüdliackerstrasse 4 , 8207 Schaffhausen",1.53
10.02.2017,Pneu Fuchs,"Lachenstr. 10, 4123 Allschwil",1.53
22.07.2020,Zürichsee Automobile AG,"Seestr. 163, 8704 Herrliberg",1.529
20.06.2020,Scall,"Brüggstrasse 40, 2500 Biel/Bienne",1.525
10.04.2017,Avia,"Via Campagna Adorna 13, 6850 Mendrisio",1.52
17.09.2017,Ruedi Rüssel,"Aarauerstr. 14, 4656 Starrkirch-Wil",1.52
07.02.2021,Landi,"Dammstrasse, 4500 Solothurn",1.52
14.06.2017,Avia,"Hauptstr. 67, 4444 Rümlingen",1.52
14.06.2017,Agip,"Hauptstr. 33, 4441 Thürnen",1.52
18.11.2020,Avia,"Rheinstr. 107, 4410 Liestal",1.52
