Datum,brand,addresse,diesel
10.12.2022,Garage Kueng AG,"Landstr. 53, 5412 Gebenstorf",2.09
10.12.2022,Coop Pronto,"Landstr. 62 , 5412 Gebenstorf",2.09
19.12.2022,Jakob Steinmann GmbH,"Mühle 4, 8752 Näfels",2.09
14.12.2022,Socar Fuchsberg Süd,"Fuchsberg / A3, 8832 Wollerau",2.09
07.12.2022,Garage Jörg AG,"Ziegelbrückstr. 22, 8872 Weesen",2.09
19.12.2022,Avia,"Axenstrasse, 6452 Sisikon",2.09
10.12.2022,Agrola,"Rapperswilerstr. 78, 8630 Rüti ZH",2.09
03.12.2022,Strueby Automobile AG,"Schwyzerstr. 11, 6440 Brunnen",2.09
10.12.2022,Coop Pronto,"Wässeristr. 38, 8340 Hinwil",2.09
17.12.2022,Migrol,"Neue Aarburgerstr. 9, 4852 Rothrist",2.09
19.12.2022,Shell,"Abernstr. 11, 8632 Tann",2.09
19.12.2022,BP,"Hauptstr. 61, 8632 Tann",2.09
19.12.2022,Coop,"Tardis , 7302 Landquart",2.09
14.12.2022,Socar Fuchsberg Nord,"Fuchsberg Nord / A3, 8832 Wollerau",2.09
17.12.2022,AGROLA-Tankstelle Dürnten,"Kreuzstr. 10, 8635 Dürnten",2.09
13.12.2022,Avia,"Bahnhofsträssli 2, 7203 Trimmis",2.09
19.12.2022,Avia,"Masanserstr. 133, 7000 Chur",2.09
13.12.2022,Eni,"Masanserstr. 60, 7000 Chur",2.09
10.12.2022,Sonneland,"Hauserstr. 40, 5210 Windisch",2.09
09.12.2022,Migrolino,"Route de Cossonay 3, 1029 Villars-Ste-Croix",2.09
17.12.2022,Coop Pronto,"Neue Aarburgerstr. 2a, 4852 Rothrist",2.09
17.12.2022,Avia,"Zürcher. 29, 8730 Uznach",2.09
17.12.2022,Bayard AG,"Zürcherstr. 71, 8730 Uznach",2.09
10.12.2022,Migrol,"Zugerstr. 2, 6340 Sihlbrugg",2.09
27.11.2022,Avia,"Altmattstr. 12, 6418 Rothenthurm",2.09
20.12.2022,LANDI ,"Dorfstr. 17, 8733 Eschenbach",2.09
19.12.2022,Autogesellschaft Sissach-Eptingen,"Hauptstr. 11, 4458 Eptingen",2.09
04.12.2022,Müller Martin Garage AG ,"Hauptstr. 52, 8867 Niederurnen",2.09
17.12.2022,Shell,"St.Gallerstr. 77, 8716 Schmerikon",2.09
15.12.2022,Agrola,"Rickenstrasse, 8732 Neuhaus",2.09
13.12.2022,Station Auage Engelbogen AG,"Industriestrasse 1, 7204 Untervaz",2.09
10.12.2022,Avia,"Dürntnerstr. 40, 8340 Hinwil",2.089
17.12.2022,Post,"Burgerriedstr. 9, 8730 Uznach",2.08
04.12.2022,Socar,"Reuss-Garage 1, 6038 Gisikon",2.08
04.12.2022,Auto Garage Gribi GmbH,"Hauptstr., 6034 Inwil",2.08
03.12.2022,Hergol,"Chaltenboden 6, 8834 Schindellegi",2.08
21.03.2022,esca,"Via Colombera 38, 6987 Caslano",2.08
21.03.2022,Eni,"Via Colombera 36, 6987 Caslano",2.08
21.03.2022,Socar,"Via Colombera 24, 6987 Caslano",2.08
18.04.2022,Socar,"Route de la Gruyère 4, 1723 Marly",2.08
18.04.2022,Coop Pronto,"Route de la Gruyère 15, 1723 Marly",2.08
18.04.2022,Agrola,"Route de Chesalles 3, 1723 Marly",2.08
18.04.2022,Agrola,"Avenue du Simplon 47, 1890 St-Maurice",2.08
18.04.2022,Mini Prix,"Route du Grand-Saint-Bernard 17, 1880 Bex",2.08
18.04.2022,Eni,"Avenue du Simplon 39, 1890 St-Maurice",2.08
18.04.2022,BP-Garage Furka,"Furkastr. 13, 3904 Naters",2.08
10.12.2022,Ruedi Rüssel,"Zürcherstr.152, 5432 Neuenhof",2.08
21.03.2022,Euro Service,"Via Colombera 50, 6987 Caslano",2.08
21.03.2022,Euro Service,"Via Cantonale 18, 6987 Caslano",2.08
21.03.2022,Coop Pronto,"Via Cantonale 12, 6983 Magliaso",2.08
10.12.2022,Reussgarage,"Landstr. 95, 5412 Gebenstorf",2.08
04.12.2022,Avia,"Aargauerstr. 13, 6215 Beromünster",2.08
04.12.2022,Agrola,"Aargauerstr. 11, 6215 Beromünster",2.08
19.12.2022,Socar,"Landstr., 8754 Netstal",2.08
19.12.2022,Coop Pronto,"Grosszaun 1, 8754 Netstal",2.08
19.12.2022,Ben S. Shop & Change,"Rte de Saint-Julien 274, 1258 Perly-Certoux",2.08
27.11.2022,Avia,"Gotthardstr. 224, 6423 Seewen SZ",2.08
27.11.2022,Ruedi Rüssel,"Bahnhofstr. 121, 6423 Seewen SZ",2.08
04.12.2022,Migrol,"Kantonsstr. 110 , 8863 Buttikon SZ",2.08
08.03.2022,Garage de Rosé,"rte de Rosé 74, 1754 Rosé",2.08
14.12.2022,Eni,"Bahnhofstr. 11, 8717 Benken SG",2.08
15.12.2022,Garage Gut,"Sarganserstr. 28, 7310 Bad Ragaz",2.08
19.12.2022,Migrol,"Kantonsstr. 152 , 7205 Zizers",2.08
15.12.2022,Hubrol AG,"Klausenstrasse, 6465 Unterschächen",2.08
09.12.2022,Fam. Rupf AG,"Petersburg 416, 8262 Ramsen",2.08
10.12.2022,Ruedi Rüssel,"Shopping-Center, 8957 Spreitenbach",2.08
18.04.2022,Gaillard SA,"rte de Gruyère 10, 1723 Marly",2.08
21.03.2022,Eni,"Via Colombera 45, 6987 Caslano",2.08
09.12.2022,Migrol,"Petersburg 343B, 8262 Ramsen",2.08
17.12.2022,Avia,"Zürcherstr. 2, 8855 Wangen SZ",2.079
03.12.2022,Niederberger AG,"Hauptstr. 58, 8832 Wollerau",2.075
16.12.2022,AGROLA-Tankstelle HERRLIBERG,"Humrigenstr. 18, 8704 Herrliberg",2.075
04.12.2022,Migrol Service,"Hauptstrasse 93, 5737 Menziken",2.07
15.12.2022,Hubrol AG,"Umfahrungsstr.25, 6467 Schattdorf",2.07
04.12.2022,Coop-Pronto,"Hauptstrasse 14, 5737 Menziken",2.07
10.12.2022,Agrola,"Oberdorfstr. 61, 8853 Lachen SZ",2.07
04.12.2022,Migrol,"Sandgasse, 5734 Reinach AG",2.07
04.12.2022,Hergol,"Seetalstr. 6, 5708 Birrwil",2.07
04.12.2022,BP,"Aarauerstr. 46, 5712 Beinwil am See",2.07
21.03.2022,Quick Service,"Via Colombera 10, 6987 Caslano",2.07
21.03.2022,Texon,"Via Cantonale, 6987 Caslano",2.07
21.03.2022,Anfra Carburante,"Via Cantonale 8, 6983 Magliaso",2.07
15.12.2022,Migrol,"Zollstr. 100, 8219 Trasadingen",2.07
10.12.2022,Socar Herrlisberg-Süd,"Herrlisberg-Süd / A3, 8820 Wädenswil",2.07
15.12.2022,Hubrol AG,"Gotthardstr. 70, 6460 Altdorf UR",2.07
10.12.2022,Voegtlin-Meyer,"Zürcherstr 27, 5210 Windisch",2.07
17.12.2022,Agrola,"Hämmerli 15, 8855 Wangen SZ",2.07
20.04.2022,Avia,"Baselstrasse 13, 4533 Riedholz",2.07
19.12.2022,Franz AG,"Landstr. 71, 8750 Glarus",2.07
11.12.2022,Tondo AG Automobile,"Hauptstr. 1, 8756 Mitlödi",2.07
11.12.2022,HUGO UNOLD AG,"Hauptstr. 153, 8762 Schwanden GL",2.07
19.12.2022,Agrola,"Hauptstr. 95, 8756 Mitlödi",2.07
14.12.2022,Zentralgarage,"Bahnhofstr. 43, 6440 Brunnen",2.07
10.12.2022,Häusermann,"Rapperswilerstr. 66, 8620 Wetzikon ZH",2.07
29.11.2022,Ruedi Rüssel,"Industriestr. 88, 7310 Bad Ragaz",2.07
17.12.2022,Agrola,"Bernstr. 240, 4852 Rothrist",2.07
14.12.2022,Bruno Bachmann,"Uznacherstr. 21, 8722 Kaltbrunn",2.07
15.12.2022,Hubrol AG,"Gotthardstr. 169, 6472 Erstfeld",2.07
15.12.2022,Hubrol AG,"Bahnhofstr. 4, 6460 Altdorf UR",2.07
15.12.2022,Hubrol AG,"Bahnhofplatz, 6460 Altdorf UR",2.07
15.12.2022,Hubrol AG,"Ripshausen 1, 6472 Erstfeld",2.07
17.12.2022,Migrol,"Bernstr. 205, 4852 Rothrist",2.07
04.12.2022,Wyna Garage AG,"Hauptstr. 15, 5737 Menziken",2.07
27.11.2022,Lenzlinger Söhne AG,"Grossrietstr. 7, 8606 Nänikon",2.07
09.12.2022,Tamoil Station,"rte Lausanne 19, 1110 Morges",2.07
27.11.2022,Lenzlinger Söhne AG,"Sonnenbergstr. 11, 8610 Uster",2.07
26.11.2022,Agrola,"Dorfstr. 21, 9525 Lenggenwil",2.07
10.12.2022,A3 Shop and Go,"Zugerstrasse 231, 8810 Horgen",2.07
27.11.2022,Freie Tankstelle,"Gerliswilstrasse 25, 6020 Emmenbrücke",2.07
14.12.2022,Niederberger AG,"Roosstr. 20, 8832 Wollerau",2.065
28.04.2022,Midland,"Hauptstr. 87, 4528 Zuchwil",2.06
14.12.2022,Basch AG,"Frohburgstr. 1 , 5610 Wohlen AG",2.06
19.12.2022,Stäger-Z AG,"Haupstr. 42, 8756 Mitlödi",2.06
19.12.2022,Freihof Garage,"Oberdorf 67, 8752 Näfels",2.06
19.12.2022,Ruedi Rüssel,"Höhe, 8750 Glarus",2.06
04.12.2022,Marken-Benzin,"Bahnhofstraße 1A, 8862 Schübelbach",2.06
10.12.2022,Vögtlin-Meyer,"Vogelsangstr. 13 A, 5412 Gebenstorf",2.06
19.12.2022,MiniPrix,"Av. Louis-Casaï 34, 1216 Cointrin",2.06
15.12.2022,Avia,"Linth-Escherstr. 19a, 8865 Bilten",2.06
14.12.2022,Landmaschinen Pfeiffer AG,"Badstr. 45, 8867 Niederurnen",2.06
19.12.2022,Autocenter K. Flammer,"Buchholzstr. 44, 8750 Glarus",2.06
19.12.2022,Stäger-Z AG,"Ygrubenstrasse, 8750 Glarus",2.06
15.12.2022,Emil Frey,"Chemin de Chatanerie, 1023 Crissier",2.06
14.12.2022,Agrola,"Schulhausstr. 21, 8722 Kaltbrunn",2.06
14.12.2022,BP,"Gasterstr. , 8723 Rufi",2.06
20.12.2022,Oil,"Spitalstr. 72, 8630 Rüti ZH",2.06
04.12.2022,Agrola-Prima,"Reussgasse 2, 5703 Seon",2.06
04.12.2022,Migrol-Tankstelle,"Luzernerstrasse 2, 6215 Beromünster",2.06
27.11.2022,Auto-Center Benno Müller AG,"Gotthardstr. 15, 6438 Ibach",2.059
04.12.2022,Migrol-Tankstelle,"Seetalstrasse 5, 5706 Boniswil",2.055
04.12.2022,Vögtlin Meyer AG,"Sandgasse 23, 5734 Reinach AG",2.05
04.12.2022,Vögtlin Meyer AG,"Beinwilerstr. 2, 5734 Reinach AG",2.05
04.12.2022,Hergol,"Löwenplatz 3, 5712 Beinwil am See",2.05
19.12.2022,Migrol,"Kirchweg 88 - 90 , 8750 Glarus",2.05
09.03.2022,FS-Tankstelle,"Alte Bahnhofstr. 9, 5610 Wohlen AG",2.05
10.12.2022,Socar,"Landstr. 15, 5417 Untersiggenthal",2.05
15.12.2022,Garage Lutz AG,"Sarganserstr. 14, 7310 Bad Ragaz",2.05
20.12.2022,ecostop Sedrun,"Via Alpsu 12, 7188 Sedrun",2.05
10.12.2022,Avia,"Studacherstrasse 1, 5415 Nussbaumen AG",2.05
27.11.2022,Garage Martin Abt AG,"Prattelerstrasse 57, 4132 Muttenz",2.05
06.03.2022,Migrol,"Rue Vermont 4, 1201 Genève",2.05
27.11.2022,Agrola,"Bodenhof 5, 6014 Littau",2.05
04.12.2022,Ruedi Rüssel,"Luzernerstr. 54, 6025 Neudorf",2.045
12.12.2022,Föry Barmettler Brennstoff AG,"Fännring 1, 6403 Küssnacht am Rigi",2.045
04.12.2022,Ruedi Rüssel,"Aarauerstr. 11, 5734 Reinach AG",2.04
12.12.2022,Capitol-Tankstelle Germann,"Rorschacherstr. 239, 9000 St. Gallen",2.04
15.12.2022,Garage Lutz AG,"Sarganserstr. 21a, 7310 Bad Ragaz",2.04
26.04.2022,Tankstelle Gebr. Uetz,"Buchenstrasse 14, 4533 Riedholz",2.04
13.12.2022,Autobus AG,"Industriestr. 13, 4410 Liestal",2.04
10.12.2022,Avia,"Neuenkirchstrasse, 6020 Emmenbrücke",2.04
04.12.2022,Ruedi Rüssel,"Tunaustr. 24, 5734 Reinach AG",2.04
19.12.2022,Garage Müller AG," Thermastr. 22, 8762 Schwanden GL",2.04
17.12.2022,Scall,"Bernstr. 215, 4852 Rothrist",2.04
27.11.2022,ISA,"Gerliswilstr. 10 , 6020 Emmenbrücke",2.04
15.12.2022,Coop,"Sarganserstr. 40, 7310 Bad Ragaz",2.04
12.12.2022,Sprenger AG,"Rorschacherstr. 281, 9000 St. Gallen",2.04
15.12.2022,Garage Kuhn,"Grossfeldstr. 81 , 7320 Sargans",2.04
10.12.2022,Ruedi Rüssel,"Hauptstr. 9, 5212 Hausen AG",2.04
14.12.2022,Tödi-Garage AG,"Linth-Escherstr. 1 , 8865 Bilten",2.04
15.12.2022,Agrola,"Staatsstr., 8890 Flums",2.04
10.12.2022,Coop Pronto,"Landstr. 166, 5415 Nussbaumen AG",2.04
15.12.2022,Spitzmeilen-Garage AG,"Statsstrasse, 8890 Flums",2.04
15.12.2022,Garage Klauser AG,"Sarganserstr. 9, 8880 Walenstadt",2.04
15.12.2022,terzol,"Bahnhofstr. 56, 7323 Wangs",2.04
15.12.2022,Coop,"Grossfeldstr. 63 , 8887 Mels",2.04
15.12.2022,Avia,"Neue Wangserstr. 8, 7320 Sargans",2.04
10.12.2022,BP-Tankstelle,"Rüeggisingerstrasse 61, 6020 Emmenbrücke",2.03
10.12.2022,Coop-Pronto,"Rothenburgstrasse 24, 6020 Emmenbrücke",2.03
19.12.2022,Garage Hüsler,"Konsumweg 1, 5734 Reinach AG",2.03
14.12.2022,Schillig AG," Feldmoosstr. 12, 8853 Lachen SZ",2.03
27.11.2022,Ruedi Rüssel,"Thorenbergstr. 25, 6014 Littau",2.03
12.12.2022,BP,"Zürichstr. 37, 4922 Bützberg",2.03
04.12.2022,Shell,"Kantonsstr. 149, 8807 Freienbach",2.03
15.12.2022,Migrol,"MMM Pizolpark , 8887 Mels",2.03
20.12.2022,Auto Bürki Pfyn,"alte Landstr. 25, 8505 Pfyn",2.029
15.12.2022,Auto Bolli,"Marthalerstr. 9, 8463 Benken ZH",2.029
12.12.2022,Geiser Petro.com,"Hallensträsschen, 4900 Langenthal",2.02
12.12.2022,Coop,"Bützbergstrasse 103, 4900 Langenthal",2.02
03.12.2022,Migrol Tankstelle,"Römerstr. 16, 2555 Brügg BE",2.02
21.10.2013,Mercedes Benz Automobil AG,"Rotfluhstr. 54, 8702 Zollikon",2.02
27.11.2022,Migrol Service,"Kantonsstrasse, 3940 Steg VS",2.02
16.12.2022,Vicianum Petrolium GmbH,"Route du Pra Rond 6, 1785 Cressier FR",2.02
12.12.2022,Agrola,"Zürichstr. 32, 4922 Bützberg",2.02
14.12.2022,Spurt,"Nässi 956, 8723 Rufi",2.02
14.12.2022,Red Fox,"Gasterstr. 63, 8722 Kaltbrunn",2.02
17.12.2022,Reto Kalberer,"Schulstrasse 2, 8890 Flums",2.02
15.12.2022,Spurt,"Hauptstr. , 8882 Unterterzen",2.02
15.12.2022,Ruedi Rüssel,"Zeughausstr. 15, 8888 Heiligkreuz (Mels)",2.02
10.12.2022,Gasser AG,"Baselstrasse 67, 6252 Dagmersellen",2.01
17.12.2022,Migrol,"Gwattstr. 7, 8808 Pfäffikon SZ",2.01
17.12.2022,BP,"Churerstrasse 134, 8808 Pfäffikon SZ",2.01
17.12.2022,Coop-Pronto,"Zürcherstr. 74, 8852 Altendorf",2.01
19.12.2022,August Studerus,"Trön 8 , 9225 St. Pelagiberg",2.01
19.12.2022,Tankbar,"Täfernstr. 22, 5405 Baden",2.009
10.10.2008,Coop,"Birseckstr. 95, 4144 Arlesheim",2.0
20.12.2022,ecostop Niederhelfenschwil,"Dorf 11, 9527 Niederhelfenschwil",2.0
15.12.2022,COOP Pronto,"Löwenberg 48, 3280 Murten",2.0
15.12.2022,BP,"Löwenberg, 3280 Murten",2.0
15.12.2022,Pizol-Garage,"Sarganserstr. 78, 8887 Mels",2.0
27.11.2022,Shell,"Grenzstr. 72 , 8240 Thayngen",1.999
16.12.2022,Sonnen-Garage Moosleerau,"Luzernerstrasse 145, 5054 Moosleerau",1.99
17.12.2022,Friderici,"ch Emeraude 8, 1214 Vernier",1.99
10.12.2022,Argovia Tankstelle,"Landstrasse 61, 5415 Nussbaumen AG",1.99
20.12.2022,ecostop Summaprada,"Lochmühle 101 b, 7421 Summaprada",1.99
20.12.2022,ecostop Vella,"Davos Caplan 108C, 7144 Vella",1.99
17.12.2022,First Garage AG,"Zürcherstr. 61, 8852 Altendorf",1.99
17.12.2022,Auto-Trachsler AG," Zürcherstr. 10a, 8852 Altendorf",1.99
19.12.2022,Pneu Bögli AG,"Gewerbestr. 7, 4528 Zuchwil",1.99
20.12.2022,C. de lavage hydrost.,"rte de Lonay 7, 1026 Echandens",1.99
17.12.2022,Friderici,"ch Taborneires, 1350 Orbe",1.99
10.12.2022,Josef Huber AG,"Neuenkirchstr., 6020 Emmenbrücke",1.99
12.12.2022,Gustoil,"Bernstr. 39, 4922 Bützberg",1.99
20.12.2022,Fiechter,"Kreuzmatt, 5723 Teufenthal AG",1.99
20.12.2022,ecostop Etzgen,"Talstrasse 134, 5275 Etzgen",1.99
20.12.2022,ecostop Disentis,"Faltschardias, 7180 Disentis/Mustér",1.99
17.12.2022,Friderici,"rte Molliau 30, 1131 Tolochenaz",1.99
26.03.2022,Max Umiker AG ,"St. Jakobsstr.16, 4132 Muttenz",1.99
03.12.2022,Josef Huber AG,"Rengglochstrasse 52, 6012 Obernau",1.99
10.12.2022,Fredys Tankstelle,"Landstrasse 44, 5417 Untersiggenthal",1.99
20.12.2022,Garage de la Plaine,"rte Plaine 20, 1026 Denges",1.99
16.01.2022,San Gotthardo Sud ,"A2 Gotthard - Ciasso, 6776 Piotta",1.985
23.08.2013,Shell,"Austrasse, 9490 Vaduz",1.985
21.04.2011,Garage Battaglia & CO,"Via da Spultri 272, 7742 Poschiavo",1.98
20.12.2022,Gebr. Knecht AG,"Hauserstrasse 65, 5210 Windisch",1.98
20.12.2022,ecostop Lausen - Gigliotti,"Hauptstrasse 128A, 4415 Lausen",1.98
20.12.2022,ecostop Liesberg Nord,"Oberrüttistrasse 1, 4253 Liesberg",1.98
20.12.2022,ecostop Zunzgen,"Haupstrasse 21, 4455 Zunzgen",1.98
20.12.2022,ecostop Ziefen,"Haupstrasse 31, 4417 Ziefen",1.98
20.12.2022,ecostop Trimbach,"Baslerstrasse 150, 4632 Trimbach",1.98
20.12.2022,ecostop Seewen,"Brettwilerstrasse 26, 4206 Seewen SO",1.98
20.12.2022,ecostop Ormalingen,"Langmattweg 2, 4466 Ormalingen",1.98
20.12.2022,ecostop Nunningen,"Im See 14, 4208 Nunningen",1.98
20.12.2022,ecostop Niederdorf,"Haupstrasse 77, 4435 Niederdorf",1.98
20.12.2022,ecostop Liestal,"Rheinstrasse 95, 4410 Liestal",1.98
20.12.2022,ecostop Bretzwil,"Haupstrasse 44, 4207 Bretzwil",1.98
20.12.2022,ecostop Liesberg Süd,"Delsbergstrasse, 4253 Liesberg",1.98
20.12.2022,ecostop Lausen - Blitz,"Hauptstr. 59, 4415 Lausen",1.98
20.12.2022,ecostop Basel,"Spalenring 6, 4055 Basel",1.98
12.02.2022,Coop,"Essanestr. 739, 9492 Eschen",1.97
18.12.2022,Fredys Tankstelle ,"Luzernstrasse 76a, 4950 Huttwil",1.97
20.12.2022,Garage du Tennis Marly SA,"Rte de Corbaroche 13 , 1723 Marly",1.97
12.02.2022,Anstalt H + H Altenöder,"Eschnerstrasse 33, 9487 Gamprin-Bendern",1.97
12.02.2022,BP,"Feldkircherstr. 71, 9485 Nendeln FL",1.97
12.02.2022,Shell,"Vorarlbergerstr. 1, 9486 Schaanwald",1.97
12.02.2022,Agrola,"Vorarlbergerstr. 102, 9486 Schaanwald",1.97
18.12.2022,Ruedi Rüssel,"Bahnhofstr. 25, 4950 Huttwil",1.97
10.12.2022,Voser Transport AG,"Industriestr.10, 5432 Neuenhof",1.97
15.12.2022,Garage Walter Häfliger,"Rothenstrasse, 6000 Luzern",1.97
20.12.2022,ecostop Laufen,"Baselstrasse 48, 4242 Laufen",1.97
12.02.2022,Coop,"Rueti, 9469 Haag (Rheintal)",1.97
15.12.2022,Best Price,"Neuländerstr. 7, 8865 Bilten",1.969
17.03.2012,Esso Schaffhauserstrasse,"Schaffhauserstr. 459, 8052 Zürich",1.965
18.12.2022,Grädel Oil,"Bernstr. 7, 4950 Huttwil",1.965
07.01.2013,Seebucht Garage,"Seestr. 562, 8038 Zürich",1.955
20.12.2022,ecostop Court,"Rue de Gorges 22, 2738 Court",1.95
20.12.2022,ecostop Interlaken,"Waldeggstrasse, 3800 Interlaken",1.95
20.12.2022,ecostop Hasle,"Hinterdorf 15, 6166 Hasle LU",1.95
20.12.2022,ecostop Kreuzlingen,"Romanshornerstr. 58, 8280 Kreuzlingen",1.95
19.12.2022,Garage Otto Howald AG,"Engestr. 13, 4500 Solothurn",1.95
01.12.2022,Thayngen Benzin,"Grenzstr. 88, 8240 Thayngen",1.949
19.12.2022,Etzelpark Benzin,"Churerstr. 154, 8808 Pfäffikon SZ",1.949
25.02.2013,Garage Galliker AG,"Sternmattweg 4, 6010 Kriens",1.94
16.01.2012,BP,"Piano Corzonesco, 6722 Corzoneso",1.94
29.03.2012,Agrola Tankstelle,"Landstrasse 48, 4313 Möhlin",1.94
03.04.2013,Shell,"Via Generale Enrico Dufour, 6830 Chiasso",1.94
03.04.2013,Shell,"Via Maestri Comacini 8A, 6830 Chiasso",1.94
03.04.2013,BP,"Via Maestri Comacini 5, 6830 Chiasso",1.94
03.04.2013,Eni,"Via Maestri Comacini 6, 6830 Chiasso",1.94
03.04.2013,Shell,"Via Bella Riva, 6850 Mendrisio",1.93
22.12.2021,BP,"Winterthurerstr. 5, 8610 Uster",1.93
18.12.2022,Gustoil,"Langenthalerstr. 84a, 4932 Lotzwil",1.93
19.12.2022,Freie Tankstelle Diessenhofen,"Steinerstr. 32, 8253 Diessenhofen",1.93
17.12.2022,Avia,"Mittelstr. 3, 4900 Langenthal",1.93
20.12.2022,ecostop Langenthal,"Mittelstr. 38, 4900 Langenthal",1.93
03.04.2013,Shell,"Via San Gottardo, 6877 Coldrerio",1.93
03.04.2013,Agip,"Via San Gottardo 52, 6877 Coldrerio",1.93
03.04.2013,ERG Petroli,"Via San Gottardo, 6877 Coldrerio",1.93
21.10.2013,Hans Schweizer,"Morgental 39, 8126 Zumikon",1.925
03.04.2013,BP,"Via San Gottardo 6, 6830 Chiasso",1.92
03.04.2013,Tamoil,"Via San Gottardo 12, 6830 Chiasso",1.92
03.04.2013,Statione de Servizio,"Via San Gottardo, 6830 Chiasso",1.92
03.04.2013,Shell,"Via San Gottardo, 6828 Balerna",1.92
28.05.2012,Agrola,"Route Suisse, 1166 Perroy",1.92
20.12.2022,ecostop Muttenz,"St. Jakobs-Strasse 59, 4132 Muttenz",1.92
25.06.2022,Clis Zollfrei-Center,"Talstrasse 80, 7563 Samnaun Dorf",1.92
03.04.2013,Socar,"Via Maestri Comacini 10, 6830 Chiasso",1.92
04.02.2013,Garage J.Stalder,"Dorfstrasse 18, 6264 Pfaffnau",1.915
08.05.2011,Hans Massüger,"Sankt Gallerstr. 46, 9325 Roggwil TG",1.91
25.02.2013,Nidfeld Garage,"Sternmatt 12, 6010 Kriens",1.91
25.02.2013,Swiss Car Center,"Sternmatt 6, 6010 Kriens",1.91
25.10.2021,Autobahnraststätte Grauholz,"Autobahn A 1, 3063 Ittigen",1.91
19.12.2022,EK-Automobile,"Wolfwilerstr. 2, 4703 Kestenholz",1.91
08.05.2011,BP Tankstelle Egnach,"Romanshornerstr. 152, 9322 Egnach",1.91
25.02.2022,Migrol Service,"Route du Vignoble 13, 2017 Boudry",1.9
16.01.2022,Eni,", 7180 Disentis/Mustér",1.9
16.01.2022,Eni,"Via Principala, 7175 Sumvitg",1.9
09.09.2012,Agrola,"Blumattstrasse 1, 6160 Entlebuch",1.9
02.01.2022,Shell,"Raststätte A1 Zürich - Bern, 5436 Würenlos",1.9
31.10.2021,BP,"Kunklerstr., 9000 St. Gallen",1.9
03.08.2013,Tamoil,"Rue Traversière 4 , 1950 Sion",1.9
03.08.2013,BP,"rue de la Traversière 2, 1950 Sion",1.9
03.08.2013,Agip,"Rue de Lausanne 128, 1950 Sion",1.9
03.08.2013,Tamoil,"Av. de Tourbillon 23 , 1950 Sion",1.9
28.05.2012,Bp Gland,"Route Suisse, 1196 Gland",1.9
22.05.2012,Esso,"Schachenhof, 6000 Luzern",1.9
20.02.2012,H. Wellauer AG,"Zürcherstrasse 354, 8500 Frauenfeld",1.9
01.06.2013,Avia,"Dörflistr. 26, 8000 Zürich",1.895
14.05.2020,Garage Lischana,"Via da la Staziun, 7550 Scuol",1.89
28.05.2012,Garage Jaques,"Route de Lausanne, 1260 Nyon",1.89
28.05.2012,Tamoil,"Route de Suisse 36, 1295 Mies",1.89
31.10.2021,Landi Säntis AG,"Sankt Gallerstr. 25, 9100 Herisau",1.89
11.04.2013,BP,"Via ai Saleggi, 6600 Locarno",1.89
25.10.2008,Esso,"Stauffacherstr. 1, 6020 Emmenbrücke",1.89
25.10.2008,Avia,"Bahnhofstr. 38, 6312 Steinhausen",1.89
09.11.2021,BP,"Unterdorf 26, 9607 Mosnang",1.889
28.05.2012,Agip Crans Pres Celigny,"Route du Port, 1299 Crans-près-Céligny",1.885
28.05.2012,Garage Bidon 5,"Chemin du Lac, 1297 Founex",1.885
03.04.2013,Piccadilly,"Viale dei Faggi, 6900 Lugano",1.88
20.01.2022,Coop station-service,"Granges-Saint-Martin 26, 1350 Orbe",1.88
23.06.2014,Garage Du Prax,"Route de Grandcour, 1475 Montbrelloz",1.88
25.10.2021,Socar,"Usterstr. 44, 8600 Dübendorf",1.88
31.10.2021,Avia,"Biderst. 9, 9000 St. Gallen",1.88
05.08.2012,Agrola Tankstelle,"Sissacherstrasse 40, 4460 Gelterkinden",1.88
22.09.2013,Avia,"Weidstr. 1, 9535 Wilen b. Wil",1.88
25.07.2014,Poco,"Rue de Vevey 91, 1618 Châtel-St-Denis",1.88
01.06.2012,Zugerland Verkehrsbetriebe AG,"An der Aa 6, 6300 Zug",1.88
20.03.2011,Coop,"Hauptstr. 15, 5070 Frick",1.88
01.03.2011,Coop,"Hauptstr. 19, 6015 Reussbühl",1.88
17.09.2013,Landi,"Dorfstrasse 18, 8523 Hagenbuch ZH",1.88
21.07.2012,Avia Tankstelle,"Zürcherstr. 34, 4310 Rheinfelden",1.88
05.02.2022,Landi,"ch. d'Etraz 1, 1027 Lonay",1.88
25.08.2013,Agrola,"Hiltistr. 19, 8444 Henggart",1.875
21.05.2012,Shell,"Schaffhauserstr. 46, 4332 Stein AG",1.875
21.07.2012,Auto Jegge AG,"Hauptstrasse 5, 4322 Mumpf",1.875
18.10.2021,Sportgaragen,"Via Somplaz 37, 7500 St. Moritz",1.87
21.06.2014,Shell,"Kirchweg, 3902 Glis",1.87
18.10.2014,Autobahn-Raststätte St. Margrethen,"Nebengraben, 9430 St. Margrethen SG",1.87
21.10.2013,Ueli Fäh,"Pumpwerkstrasse 25, 8105 Regensdorf",1.87
16.10.2021,Avia,"Flawilerstr. 36, 9242 Oberuzwil",1.87
18.11.2018,Automobile Rupp AG,"Seebodenplatz, 7050 Arosa",1.87
02.12.2021,Coop,"Gewerbestr. 1, 5502 Hunzenschwil",1.87
12.11.2018,Avia,"Hauptstr. 59, 4112 Bättwil",1.869
